data.bams..SRR1029151.alignments_sorted_subsampled.bam	data.bams..SRR1029152.alignments_sorted_subsampled.bam	data.bams..SRR1029153.alignments_sorted_subsampled.bam	data.bams..SRR1029156.alignments_sorted_subsampled.bam	data.bams..SRR1029157.alignments_sorted_subsampled.bam	data.bams..SRR1029158.alignments_sorted_subsampled.bam
YGR144W	104	118	120	94	108	97
YGR145W	31	36	14	33	18	32
YGR146C	11	20	12	30	19	41
YGR146C-A	0	0	1	0	1	1
YGR147C	33	48	33	33	27	27
YGR148C	34	35	24	24	42	39
YGR149W	23	27	22	25	39	41
YGR150C	72	79	58	28	25	33
tA(UGC)G	0	0	0	0	0	0
YGR151C	0	0	0	0	0	0
YGR152C	17	16	12	9	8	3
YGR153W	10	8	6	5	3	8
YGR154C	4	10	12	19	13	34
YGR155W	82	116	85	60	64	90
YGR156W	15	22	18	27	19	19
YGR157W	98	119	94	104	105	120
YGR158C	21	21	23	10	14	25
YGR159C	22	21	12	4	13	20
YGR160W	0	0	0	0	0	0
YGR161C	36	24	56	69	72	60
YGR161W-C	13	22	18	22	19	34
YGR161W-B	0	0	0	0	0	0
YGR161W-A	0	0	0	0	0	0
YGR161C-D	0	0	0	0	0	0
YGR161C-C	0	0	0	0	0	0
tV(AAC)G2	0	1	0	1	0	0
YGR162W	72	85	71	35	39	54
YGR163W	22	37	35	17	20	29
YGR164W	0	0	0	0	1	0
tR(UCU)G2	0	0	0	0	0	0
YGR165W	64	65	60	15	15	21
YGR166W	17	15	11	8	10	16
YGR167W	48	39	34	49	45	45
YGR168C	18	16	14	14	19	21
YGR169C	15	14	15	8	8	4
YGR169C-A	13	13	12	15	9	17
YGR170W	48	51	41	42	41	43
YGR171C	35	39	27	15	13	10
YGR172C	18	33	16	5	17	16
YGR173W	22	16	18	12	16	32
tG(GCC)G1	0	0	0	0	0	0
YGR174C	24	23	25	21	21	28
YGR174W-A	2	2	1	7	3	1
YGR175C	83	94	65	93	112	133
YGR176W	0	0	2	0	0	0
YGR177C	7	5	6	5	1	5
YGR178C	65	83	84	65	65	86
YGR179C	16	25	25	13	9	12
YGR180C	75	64	63	67	71	106
tL(CAA)G3	0	0	0	0	0	0
YGR181W	14	20	16	15	7	13
YGR182C	7	21	19	15	12	9
YGR183C	19	29	19	23	20	33
YGR184C	67	74	63	72	60	103
YGR185C	39	48	47	35	35	37
YGR186W	60	69	60	79	75	78
YGR187C	19	16	21	27	17	33
YGR188C	28	21	19	8	11	18
tK(CUU)G3	0	0	0	0	0	0
YGR189C	76	70	90	50	83	80
tW(CCA)G2	0	0	0	0	0	0
YGR190C	1	0	0	1	2	1
YGR191W	32	37	23	15	16	28
YGR192C	86	88	82	95	88	91
YGR193C	33	33	44	42	34	42
YGR194C	23	36	40	26	33	34
YGR195W	16	11	17	11	16	20
YGR196C	52	49	50	49	51	68
YGR197C	17	26	17	15	20	34
YGR198W	35	30	35	13	10	25
YGR199W	38	38	40	33	37	49
YGR200C	48	26	24	32	35	46
YGR201C	12	16	10	16	18	29
YGR202C	31	33	32	28	25	30
YGR203W	13	11	11	13	15	21
YGR204W	114	155	129	93	78	104
YGR204C-A	3	3	1	1	3	1
YGR205W	24	25	28	37	28	25
YGR206W	8	5	7	6	7	10
YGR207C	33	33	40	25	21	22
YGR208W	34	26	21	11	7	14
YGR209C	22	23	21	24	36	38
YGR210C	28	26	33	19	19	39
YGR211W	43	34	35	58	44	92
YGR212W	10	10	10	10	2	14
YGR213C	6	9	8	1	3	11
YGR214W	61	67	61	55	52	79
YGR215W	14	32	23	7	9	15
YGR216C	39	35	31	13	17	24
YGR217W	28	29	24	28	19	24
tG(GCC)G2	0	0	0	0	0	0
YGR218W	64	77	72	73	75	80
YGR219W	0	1	0	1	0	0
YGR220C	31	32	24	9	13	15
YGR221C	15	24	14	9	9	17
snR7-L	1	0	0	0	0	0
snR7-S	0	0	0	0	0	0
YGR222W	15	25	23	17	16	18
YGR223C	18	28	29	31	42	33
YGR224W	15	20	9	13	11	24
YGR225W	5	8	6	2	5	7
YGR226C	0	0	0	0	0	0
YGR227W	30	25	30	21	19	22
YGR228W	0	1	1	0	0	0
YGR229C	50	56	41	25	32	29
YGR230W	7	3	10	30	15	19
YGR231C	57	72	57	66	38	71
YGR232W	16	18	23	19	28	28
YGR233C	41	45	38	33	22	33
YGR234W	136	136	129	85	70	74
YGR235C	40	41	30	39	37	56
YGR236C	2	6	2	39	25	25
YGR237C	23	24	26	37	32	34
YGR238C	26	37	27	21	15	17
YGR239C	32	40	43	21	17	26
YGR240C	151	188	135	112	158	224
YGR240C-A	2	0	1	6	3	5
YGR241C	28	25	35	29	32	32
YGR242W	0	1	1	2	2	1
YGR243W	24	28	34	40	45	36
YGR244C	81	92	78	109	113	103
YGR245C	35	45	28	26	28	48
YGR246C	33	39	29	46	45	49
YGR247W	10	20	13	15	20	21
YGR248W	8	4	6	34	38	52
YGR249W	2	1	7	7	5	8
YGR250C	93	84	97	107	137	157
YGR251W	7	17	10	9	6	16
YGR252W	29	40	32	23	25	44
YGR253C	52	52	57	64	53	61
YGR254W	76	105	79	96	135	108
YGR255C	40	34	37	29	39	62
tT(UGU)G2	0	0	0	0	0	0
YGR256W	30	38	50	95	101	145
YGR257C	24	38	30	15	17	20
YGR258C	13	19	24	28	35	47
YGR259C	0	0	0	1	0	0
YGR260W	45	44	43	31	55	68
YGR261C	54	40	33	31	32	36
YGR262C	19	23	16	26	18	24
YGR263C	25	19	18	21	13	17
YGR264C	83	80	58	46	42	57
YGR265W	1	1	0	1	2	2
YGR266W	32	25	46	48	38	41
YGR267C	29	38	40	33	29	44
YGR268C	11	19	10	17	12	13
YGR269W	1	1	0	3	1	1
YGR270W	59	65	55	37	57	75
YGR270C-A	0	0	0	0	0	0
YGR271W	35	43	34	27	25	40
YGR271C-A	16	10	12	7	11	12
YGR273C	0	0	1	0	0	0
YGR274C	48	43	35	44	35	61
YGR275W	18	15	13	18	12	19
YGR276C	34	42	27	39	43	47
YGR277C	20	23	25	25	19	31
YGR278W	15	16	19	19	9	33
YGR279C	78	92	98	77	43	59
YGR280C	6	12	14	9	14	17
YGR281W	46	47	46	33	50	87
YGR282C	84	99	90	76	76	86
YGR283C	9	9	3	1	3	11
YGR284C	39	47	39	44	49	68
YGR285C	59	58	66	34	36	53
YGR286C	103	126	117	86	115	135
YGR287C	24	22	16	13	12	23
YGR288W	17	20	9	17	18	23
YGR289C	71	78	65	151	101	129
YGR290W	1	0	1	0	1	0
YGR291C	0	0	0	0	0	1
YGR292W	22	32	28	21	24	23
YGR293C	0	1	0	0	0	0
YGR294W	0	0	0	0	0	0
YGR295C	18	37	18	23	28	42
YGR296W	0	0	0	0	0	0
YGR296C-A	0	0	0	0	0	0
YGR296C-B	0	0	0	0	0	0
YHL050C	0	4	0	0	0	0
YHL050W-A	0	0	0	0	0	0
YHL049C	0	0	0	0	0	0
YHL048C-A	0	0	0	0	0	0
YHL048W	2	2	0	2	0	3
YHL047C	0	0	0	0	0	0
YHL046W-A	0	0	0	0	0	0
YHL046C	0	0	0	0	0	0
YHL045W	0	1	0	2	1	2
YHL044W	0	0	1	2	2	0
YHL043W	3	8	11	4	4	20
YHL042W	10	8	7	8	11	24
YHL041W	0	1	0	0	0	1
YHL040C	30	34	21	9	17	25
YHL039W	29	34	28	13	23	41
YHL038C	19	35	31	18	15	27
YHL037C	1	1	0	0	0	0
YHL036W	31	29	23	19	17	26
YHL035C	12	23	15	21	20	25
YHL034W-A	1	0	3	0	1	0
YHL034C	35	30	27	40	32	45
YHL033C	47	54	55	44	31	46
YHL032C	59	65	67	168	138	147
YHL031C	14	4	8	6	5	14
YHL030W-A	0	0	0	0	0	0
YHL030W	50	67	53	59	44	81
YHL029C	42	39	22	25	26	41
YHL028W	9	10	10	4	8	9
YHL027W	59	72	62	58	68	90
YHL026C	9	8	9	5	7	6
YHL025W	26	39	34	35	32	36
YHL024W	96	100	113	122	112	132
YHL023C	40	43	33	34	30	38
tH(GUG)H	0	0	0	0	0	0
YHL022C	2	1	5	2	3	3
YHL021C	50	50	65	46	48	65
YHL020C	49	60	62	65	69	79
YHL019W-A	0	0	0	1	1	0
YHL019C	9	6	7	7	9	9
YHL018W	4	6	1	3	1	5
YHL017W	36	30	22	15	34	32
YHL016C	34	30	32	23	28	39
YHL015W-A	0	0	1	3	2	3
YHL015W	31	35	31	44	38	30
YHL014C	18	23	23	15	13	13
YHL013C	15	14	12	9	10	13
YHL012W	8	7	9	9	15	14
YHL011C	35	32	17	24	18	27
YHL010C	20	21	14	18	28	43
YHL009C	10	10	9	4	7	14
tV(AAC)H	0	0	0	0	0	0
YHL009W-B	1	2	0	3	1	6
YHL009W-A	0	0	0	0	0	0
YHL008C	2	6	9	2	7	9
YHL007C	39	62	39	17	23	38
YHL006W-A	4	0	2	1	2	0
YHL006C	3	6	5	2	3	4
YHL005C	1	3	1	1	0	0
YHL004W	48	58	48	27	16	24
YHL003C	31	43	29	23	24	32
YHL002C-A	0	0	0	0	0	0
YHL002W	28	22	27	17	14	30
YHL001W	10	20	15	11	15	14
YHR001W	41	46	46	37	37	52
YHR001W-A	24	22	26	23	26	35
YHR002W	10	18	18	20	12	12
YHR003C	26	26	22	16	23	17
YHR004C	31	29	27	29	24	30
YHR005C	47	44	37	39	46	55
YHR005C-A	28	25	25	30	14	19
tT(AGU)H	0	0	0	0	0	0
YHR006W	40	49	40	42	40	53
YHR007C	107	123	111	135	133	173
YHR007C-A	3	1	4	4	2	6
YHR008C	44	61	52	76	74	63
YHR009C	74	74	63	63	40	68
YHR010W	35	39	28	33	36	46
YHR011W	36	28	26	18	10	14
YHR012W	30	30	29	21	26	22
YHR013C	13	23	26	10	14	17
YHR014W	1	3	2	2	2	5
tS(AGA)H	0	0	0	0	0	0
tQ(UUG)H	0	0	0	0	0	0
YHR015W	12	10	5	10	11	16
YHR016C	19	24	35	38	30	53
YHR017W	24	32	22	24	30	39
YHR018C	80	104	100	92	89	94
YHR019C	63	82	80	45	37	62
YHR020W	66	84	66	43	55	76
tA(AGC)H	0	0	0	0	0	0
YHR021C	21	20	17	16	22	23
YHR021W-A	1	0	0	5	0	3
YHR022C	1	0	0	3	5	4
YHR022C-A	0	0	0	0	1	1
YHR023W	29	36	39	64	36	48
YHR024C	41	45	54	17	19	24
YHR025W	36	47	33	29	31	31
YHR026W	29	54	36	17	33	48
YHR027C	138	148	139	142	144	172
YHR028C	65	101	57	69	69	86
YHR028W-A	0	0	0	1	0	0
YHR029C	16	25	32	18	20	21
YHR030C	33	33	29	26	32	39
YHR031C	22	25	18	19	15	32
YHR032W	26	25	16	11	12	29
YHR032W-A	1	2	1	1	0	2
YHR032C-A	0	0	0	0	0	0
YHR033W	23	25	39	39	30	37
YHR034C	17	19	10	18	23	28
YHR035W	11	17	6	6	8	11
YHR036W	16	14	7	16	5	16
YHR037W	63	92	83	53	47	77
YHR038W	25	15	24	6	6	12
YHR039C	55	66	47	33	51	66
YHR039C-A	12	17	13	15	20	35
YHR040W	11	11	10	7	11	7
YHR041C	14	16	9	10	8	29
YHR042W	45	52	38	33	32	52
YHR043C	36	39	29	17	22	13
YHR044C	6	8	6	0	2	3
YHR045W	34	28	45	24	26	36
YHR046C	15	14	8	7	7	11
YHR047C	38	54	47	63	66	86
YHR048W	16	16	10	12	12	22
YHR049W	21	20	16	13	8	14
YHR049C-A	1	2	4	3	1	1
YHR050W	49	32	41	41	25	42
YHR050W-A	6	6	2	2	3	1
YHR051W	46	50	40	41	54	42
YHR052W	27	25	21	18	11	39
RUF5-1	0	0	0	0	0	0
YHR052W-A	0	0	0	0	0	0
YHR053C	0	0	0	0	0	0
YHR054C	0	0	0	0	0	1
RUF5-2	0	0	0	0	0	0
YHR054W-A	0	0	0	0	0	0
YHR055C	0	0	0	0	0	0
YHR056C	18	28	29	10	11	12
YHR056W-A	0	0	0	0	0	0
YHR057C	25	35	32	32	42	47
YHR058C	10	9	12	11	10	13
YHR059W	24	25	24	12	14	8
YHR060W	7	16	13	8	13	21
YHR061C	14	16	23	13	7	7
YHR062C	13	23	5	10	7	13
YHR063C	39	46	43	20	19	26
YHR063W-A	1	2	2	1	1	1
YHR064C	56	76	61	43	65	72
YHR065C	34	32	26	13	17	35
YHR066W	23	18	11	13	19	31
YHR067W	9	25	19	15	17	25
YHR068W	36	40	30	26	24	28
YHR069C	17	19	12	30	20	34
YHR069C-A	0	0	0	0	0	0
YHR070W	8	15	11	5	8	11
YHR070C-A	2	1	0	1	2	1
YHR071W	30	30	18	21	22	36
tF(GAA)H1	0	0	0	0	0	0
YHR071C-A	0	0	1	0	0	0
YHR072W	54	55	49	35	40	53
YHR072W-A	5	12	10	7	11	8
YHR073W	55	59	65	47	38	77
YHR073W-A	0	0	0	0	0	0
YHR073C-B	0	0	0	0	0	0
YHR074W	55	54	51	60	54	81
YHR075C	14	12	19	20	27	31
YHR076W	39	39	36	20	24	29
YHR077C	55	73	71	64	43	84
YHR078W	38	23	30	21	21	27
YHR079C	28	24	35	22	23	33
YHR079C-A	0	0	0	0	0	0
YHR080C	34	43	28	46	63	79
YHR081W	14	31	18	11	12	23
YHR082C	66	60	57	75	64	115
YHR083W	33	34	22	14	22	30
YHR084W	44	42	35	22	22	26
YHR085W	15	9	9	3	2	15
YHR086W	44	55	32	23	35	30
YHR086W-A	0	0	1	0	0	0
YHR087W	9	13	14	28	38	29
YHR088W	13	22	16	12	15	20
YHR089C	21	38	24	24	11	22
YHR090C	14	19	21	15	28	25
YHR091C	31	41	34	30	14	27
YHR092C	6	6	6	5	10	5
YHR093W	1	1	0	0	2	2
YHR094C	4	10	4	8	5	8
YHR095W	0	1	0	1	0	0
YHR096C	37	49	40	118	152	153
YHR097C	33	34	27	58	49	66
YHR098C	71	80	59	45	39	50
YHR099W	56	82	47	35	28	50
YHR100C	9	14	11	5	5	10
YHR101C	17	23	14	16	18	22
YHR102W	25	33	28	34	30	49
YHR103W	40	53	61	29	48	44
YHR104W	41	48	32	55	64	87
YHR105W	9	3	3	8	18	13
YHR106W	17	25	27	31	38	64
YHR107C	47	48	36	33	23	32
YHR108W	56	57	62	38	22	59
YHR109W	27	41	25	8	7	12
YHR110W	23	24	19	26	23	36
YHR111W	31	34	18	39	26	32
YHR112C	54	45	59	30	35	49
YHR113W	46	42	42	61	53	62
YHR114W	29	37	25	31	29	47
YHR115C	26	36	29	25	22	29
YHR116W	16	14	24	19	13	11
YHR117W	34	38	46	31	20	38
YHR118C	16	19	17	19	16	23
YHR119W	37	40	27	29	18	34
YHR120W	28	25	21	8	13	19
YHR121W	25	26	27	19	16	23
YHR122W	23	27	16	12	18	24
YHR123W	23	18	23	8	14	29
YHR124W	7	15	7	8	9	15
tF(GAA)H2	0	0	0	0	0	0
YHR125W	0	0	2	0	1	1
YHR126C	1	2	1	0	1	1
YHR127W	14	17	11	6	9	13
YHR128W	15	17	16	8	10	25
YHR129C	19	8	9	12	16	11
YHR130C	1	2	1	0	3	3
YHR131C	29	35	38	25	26	42
YHR131W-A	0	0	0	0	0	0
YHR132C	40	48	41	46	54	49
YHR132W-A	11	21	13	28	27	36
YHR133C	29	28	20	12	13	23
YHR134W	16	19	10	14	6	8
YHR135C	57	59	69	59	52	61
YHR136C	0	0	0	1	1	1
YHR137W	0	6	13	30	26	40
YHR137C-A	0	0	0	0	0	0
YHR138C	20	18	17	30	28	19
YHR139C	4	6	3	9	6	11
YHR139C-A	2	1	0	0	2	0
YHR140W	6	6	3	15	6	18
snR32	0	0	0	0	1	1
YHR141C	23	21	14	20	12	16
YHR142W	22	35	26	31	25	26
YHR143W	23	33	18	29	72	76
YHR143W-A	7	13	8	11	13	6
YHR144C	10	12	11	4	4	10
tP(UGG)H	0	0	0	0	0	0
YHR145C	0	1	1	0	1	0
YHR146W	63	62	59	60	78	105
YHR147C	41	28	27	16	19	18
YHR148W	1	13	4	3	3	7
YHR149C	53	49	38	9	12	20
YHR150W	25	24	22	32	33	57
YHR151C	10	17	7	12	10	16
YHR152W	14	13	10	34	27	16
YHR153C	3	3	3	0	0	1
YHR154W	55	65	35	8	14	26
YHR155W	32	40	29	22	29	30
snR71	1	1	0	1	2	0
YHR156C	9	12	5	9	16	19
YHR157W	3	4	4	2	3	5
YHR158C	61	70	40	43	44	62
YHR159W	19	16	18	17	15	12
YHR160C	2	10	8	12	16	23
YHR161C	65	69	59	88	86	97
YHR162W	32	33	33	28	29	35
YHR163W	45	73	53	38	33	46
YHR164C	22	23	27	22	17	34
YHR165C	35	54	35	22	33	60
YHR165W-A	0	0	0	0	0	0
YHR166C	26	30	18	26	17	21
YHR167W	10	12	7	7	6	5
YHR168W	13	19	20	11	14	7
YHR169W	8	16	21	14	17	21
YHR170W	36	38	27	30	22	43
YHR171W	28	34	32	37	34	63
YHR172W	26	41	28	10	15	13
YHR173C	6	7	6	4	3	2
YHR174W	102	101	118	82	110	139
YHR175W	15	20	14	11	16	19
YHR175W-A	2	2	1	0	0	1
YHR176W	21	32	28	8	6	14
YHR177W	9	8	13	5	7	11
YHR178W	29	37	38	20	31	33
YHR179W	60	63	62	14	41	44
YHR180W	7	12	8	6	9	15
YHR180W-A	0	0	0	0	0	0
YHR180C-B	0	0	0	0	0	0
tT(UGU)H	0	0	0	0	0	0
YHR181W	23	16	24	12	16	21
YHR182W	18	11	20	12	14	26
YHR182C-A	3	1	0	0	0	0
YHR183W	86	80	101	80	68	87
YHR184W	11	5	9	8	7	12
YHR185C	1	0	0	1	1	2
tV(CAC)H	0	0	0	0	0	0
YHR186C	36	45	36	19	26	34
YHR187W	18	12	21	15	14	34
YHR188C	43	57	51	32	27	45
YHR189W	3	8	4	4	4	8
YHR190W	53	67	75	64	61	79
YHR191C	10	11	7	12	10	9
YHR192W	24	23	20	20	20	33
YHR193C	35	41	35	38	47	41
YHR193C-A	1	0	0	0	0	0
YHR194W	20	17	25	19	17	31
YHR195W	15	21	19	30	30	41
YHR196W	30	26	16	9	14	22
YHR197W	14	17	20	12	7	17
YHR198C	30	36	33	34	18	37
YHR199C	22	28	23	26	25	31
YHR199C-A	5	3	1	2	7	4
YHR200W	36	39	32	38	46	38
YHR201C	20	33	22	17	23	40
YHR202W	7	22	23	26	22	27
YHR203C	25	48	25	36	35	31
YHR204W	15	18	18	14	17	14
YHR205W	48	57	62	54	49	57
YHR206W	26	28	34	31	25	54
YHR207C	20	40	23	29	29	41
YHR208W	89	75	69	34	39	50
YHR209W	22	16	19	16	15	34
YHR210C	3	6	8	1	3	4
YHR211W	16	19	18	24	19	25
YHR212C	0	0	0	0	0	0
YHR212W-A	0	0	0	0	0	0
YHR213W	0	0	0	0	0	0
YHR213W-A	2	0	2	1	1	1
YHR213W-B	0	0	0	1	0	1
YHR214W	0	0	0	0	0	2
YHR214W-A	1	0	1	1	1	0
YHR214C-B	1	3	0	1	1	2
YHR214C-C	0	0	0	0	0	0
YHR214C-D	0	0	0	0	0	0
YHR214C-E	0	0	0	0	0	0
YHR215W	1	2	0	2	2	1
YHR216W	6	3	4	2	1	3
YHR217C	1	0	2	0	0	1
YHR218W	0	0	0	0	0	0
YHR218W-A	0	0	0	0	0	0
YHR219W	0	0	0	0	0	0
YHR219C-A	0	0	0	0	0	0
YJL225C	0	0	0	0	0	0
YJL225W-A	0	0	0	0	0	0
YJL223C	0	0	0	0	0	0
YJL222W-B	0	0	0	0	0	0
YJL222W-A	0	0	0	0	0	0
YJL222W	1	2	1	0	0	0
YJL221C	0	0	0	0	0	0
YJL220W	0	0	0	0	0	0
YJL219W	2	1	0	2	3	5
YJL218W	2	4	4	4	7	1
YJL217W	14	17	21	26	36	28
YJL216C	6	6	14	35	11	15
YJL215C	0	1	2	0	0	0
YJL214W	6	5	5	7	5	10
YJL213W	9	5	8	3	5	7
YJL212C	10	12	8	8	16	24
YJL211C	2	2	3	5	1	4
YJL210W	10	17	16	20	18	30
YJL209W	22	27	22	17	8	11
YJL208C	38	39	29	13	11	14
YJL207C	48	46	41	36	33	46
YJL206C	17	10	13	18	21	23
YJL205C	5	4	4	15	4	9
YJL204C	25	23	19	17	14	18
YJL203W	18	12	10	7	11	10
YJL202C	0	0	1	1	1	1
YJL201W	16	22	29	21	13	19
YJL200C	102	131	106	36	45	94
tT(AGU)J	0	0	0	0	0	0
YJL199C	2	6	4	3	2	17
YJL198W	27	30	29	16	16	11
YJL197W	28	40	31	26	23	37
YJL197C-A	0	0	0	0	0	0
YJL196C	22	27	24	23	17	37
YJL195C	0	0	0	0	0	0
YJL194W	5	3	7	3	6	9
YJL193W	9	13	6	8	6	10
YJL192C	24	28	27	27	18	26
YJL191W	18	14	20	21	23	19
YJL190C	31	26	31	13	24	36
YJL189W	0	0	0	0	0	0
YJL188C	7	5	2	6	3	4
YJL187C	31	48	41	12	16	23
YJL186W	38	47	36	48	47	62
YJL185C	12	16	13	11	19	27
YJL184W	17	20	14	8	19	25
YJL183W	36	45	36	32	25	43
YJL182C	0	0	0	0	0	0
YJL181W	16	16	10	1	10	10
YJL180C	35	41	30	15	7	22
YJL179W	10	10	12	8	6	8
YJL178C	19	26	20	29	29	48
YJL177W	33	55	36	39	41	42
YJL176C	60	54	38	31	29	50
YJL175W	0	0	0	0	0	0
YJL174W	58	53	47	42	47	46
YJL173C	15	16	14	7	13	15
YJL172W	29	31	30	39	46	51
YJL171C	29	32	29	15	23	20
YJL170C	0	1	4	2	3	6
YJL169W	1	1	2	1	0	0
YJL168C	40	49	39	29	21	36
YJL167W	57	71	76	60	61	60
YJL166W	7	7	7	5	5	6
YJL165C	27	27	22	27	32	29
YJL164C	10	7	11	12	22	30
YJL163C	19	17	13	41	40	67
YJL162C	12	17	9	8	10	21
tE(UUC)J	0	0	0	0	0	0
YJL161W	5	6	3	8	13	21
YJL160C	4	2	2	3	1	5
YJL159W	74	77	52	84	96	93
YJL158C	42	55	43	16	10	9
YJL157C	52	60	36	19	18	25
YJL156W-A	4	1	5	7	1	0
YJL156C	43	48	29	39	34	44
YJL155C	29	40	24	19	25	56
YJL154C	36	37	28	50	47	57
YJL153C	121	143	127	158	175	148
YJL152W	0	0	0	0	0	0
YJL151C	9	16	14	17	13	19
YJL150W	0	0	0	0	0	0
YJL149W	12	16	20	20	17	28
snR128	2	1	1	1	0	0
snR190	0	0	0	0	0	0
YJL148W	20	21	14	16	14	26
YJL147C	17	17	12	13	14	24
YJL146W	17	22	23	27	24	36
YJL145W	14	26	18	14	22	37
YJL144W	6	7	8	16	17	31
YJL143W	39	35	30	23	30	22
YJL142C	0	0	2	1	0	1
YJL141C	35	41	41	71	70	104
YJL140W	37	45	36	23	32	41
YJL139C	16	25	11	11	18	26
YJL138C	8	7	10	6	8	16
YJL137C	22	24	23	25	18	27
YJL136W-A	0	0	0	0	1	0
YJL136C	25	26	29	23	19	28
YJL135W	0	0	0	0	0	0
YJL134W	32	29	17	18	15	22
YJL133C-A	19	26	32	17	18	21
YJL133W	23	23	22	9	12	12
YJL132W	19	10	18	20	32	45
YJL131C	25	20	19	18	12	26
YJL130C	194	245	199	174	162	226
YJL129C	50	47	46	27	25	37
YJL128C	29	44	39	25	18	37
YJL127W-A	3	1	1	1	0	2
YJL127C-B	3	8	7	9	7	14
YJL127C	19	20	9	14	16	20
YJL126W	9	11	9	12	10	17
YJL125C	18	19	18	17	13	31
YJL124C	22	23	25	21	22	19
YJL123C	68	59	53	68	75	86
YJL122W	11	22	10	12	7	19
YJL121C	18	25	21	17	18	31
YJL120W	0	0	0	0	0	1
YJL119C	0	0	1	0	0	0
YJL118W	11	6	9	1	3	1
YJL117W	24	30	30	27	26	48
YJL116C	19	15	21	12	25	35
YJL115W	24	36	21	20	23	30
tA(AGC)J	0	0	0	0	0	0
YJL113W	0	0	0	0	0	0
YJL114W	0	0	0	0	0	0
tD(GUC)J1	0	0	0	0	0	1
YJL112W	50	74	62	34	51	53
YJL111W	82	71	56	54	64	74
YJL110C	26	32	39	18	19	22
YJL109C	43	61	25	36	16	61
YJL108C	5	7	10	1	3	3
YJL107C	10	10	12	1	3	2
YJL106W	6	10	4	1	8	14
YJL105W	9	10	9	7	3	14
YJL104W	21	28	22	13	10	19
snR37	1	1	1	0	0	0
YJL103C	50	44	35	38	39	46
YJL102W	55	65	41	31	23	30
tR(ACG)J	0	0	0	0	0	0
YJL101C	68	72	48	40	50	71
YJL100W	23	24	34	27	15	31
YJL099W	17	30	15	18	20	30
YJL098W	41	49	24	26	40	46
YJL097W	17	17	26	11	14	22
YJL096W	37	38	20	11	5	16
YJL095W	30	26	22	16	14	24
YJL094C	53	49	51	53	41	66
YJL093C	36	35	27	27	31	45
YJL092W	55	66	38	37	25	22
YJL091C	44	36	33	25	29	33
YJL090C	22	20	26	21	24	27
YJL089W	22	30	33	54	52	62
YJL088W	49	58	46	64	47	66
YJL087C	18	19	16	20	16	18
YJL086C	1	1	0	0	0	0
YJL085W	33	26	31	24	20	26
YJL084C	24	25	29	32	34	59
YJL083W	5	4	10	11	15	10
YJL082W	42	52	39	63	53	67
YJL081C	37	69	64	44	42	54
YJL080C	99	111	65	49	48	73
YJL079C	62	99	69	55	50	74
YJL078C	31	48	47	45	77	88
YJL077W-B	3	3	5	3	4	1
YJL077C	2	3	10	8	9	5
YJL077W-A	0	0	0	0	0	0
YJL076W	57	67	48	49	42	45
YJL075C	0	0	0	0	0	1
YJL074C	73	88	43	31	48	63
YJL073W	30	25	21	17	23	22
YJL072C	16	15	8	15	13	15
YJL071W	23	28	28	22	20	29
YJL070C	25	27	23	23	24	51
YJL069C	17	16	20	15	13	18
YJL068C	38	37	35	42	42	48
YJL067W	1	2	1	0	3	4
YJL066C	16	19	22	16	18	24
YJL065C	2	4	1	1	1	3
YJL064W	0	0	0	0	0	0
YJL063C	35	52	42	23	17	23
YJL062W-A	7	22	22	13	14	13
YJL062W	24	29	28	21	23	35
YJL061W	42	41	28	27	24	45
YJL060W	50	61	61	38	37	47
YJL059W	17	12	19	14	17	24
YJL058C	18	17	10	9	7	13
YJL057C	41	29	44	53	81	96
YJL056C	15	20	19	24	21	32
YJL055W	35	36	24	43	31	38
YJL054W	38	51	42	26	16	34
YJL053W	33	33	27	44	32	39
YJL052C-A	0	0	0	0	1	0
YJL052W	80	91	70	67	79	92
YJL051W	10	20	28	26	10	18
YJL050W	35	38	29	16	25	47
YJL049W	29	29	23	32	18	41
YJL048C	34	58	41	96	83	89
YJL047C-A	0	0	0	0	0	0
snR60	0	0	0	0	0	0
YJL047C	11	16	17	26	28	35
YJL046W	27	40	34	19	15	19
tY(GUA)J1	0	0	0	0	0	0
tR(UCU)J1	0	0	0	0	0	0
tD(GUC)J2	0	0	0	0	0	0
YJL045W	10	25	20	64	84	112
YJL044C	26	21	14	26	29	31
YJL043W	3	1	2	1	3	2
YJL042W	66	67	76	56	53	86
YJL041W	36	55	37	36	39	68
YJL039C	53	65	35	45	45	58
tD(GUC)J3	0	0	0	0	0	0
tR(UCU)J2	0	0	0	0	0	0
YJL038C	3	5	2	6	2	4
YJL037W	8	3	7	9	8	8
tV(AAC)J	0	1	0	0	0	0
YJL036W	22	36	38	38	45	63
YJL035C	3	8	3	4	2	12
YJL034W	120	106	84	91	110	142
YJL033W	19	23	21	18	13	23
YJL032W	0	0	0	0	0	0
YJL031C	17	17	21	19	11	20
YJL030W	13	20	19	17	14	14
YJL029C	24	34	37	23	26	30
tM(CAU)J1	0	0	0	0	0	0
YJL028W	0	0	0	0	0	1
YJL027C	0	0	0	0	0	0
YJL026W	48	48	55	49	68	87
YJL026C-A	0	0	0	0	0	0
YJL025W	10	11	13	8	5	9
YJL024C	26	16	13	5	11	12
tG(GCC)J1	0	0	0	0	0	0
YJL023C	12	12	15	18	13	24
YJL022W	0	0	0	0	0	0
YJL020C	70	87	58	71	91	92
